i,j,dm32_no,precision,bf,log10_bf,sigma,rmse,rmse_sigma,frac_rmse,frac_sigma
16,21,2.406452,0.741935,5.989231,0.777371,1.464427,0.006589,0.008204,0.001100,0.005602
16,22,2.406452,0.767742,5.934686,0.773398,1.460318,0.006481,0.008071,0.001092,0.005527
16,23,2.406452,0.793548,5.880599,0.769422,1.456204,0.006384,0.007950,0.001086,0.005460
16,24,2.406452,0.819355,5.827057,0.765449,1.452092,0.006295,0.007841,0.001080,0.005400
16,25,2.406452,0.845161,5.774136,0.761487,1.447988,0.006215,0.007741,0.001076,0.005346
16,26,2.406452,0.870968,5.721907,0.757541,1.443899,0.006141,0.007650,0.001073,0.005298
16,27,2.406452,0.896774,5.670428,0.753616,1.439830,0.006073,0.007566,0.001071,0.005255
16,28,2.406452,0.922581,5.619753,0.749717,1.435787,0.006011,0.007489,0.001070,0.005216
16,29,2.406452,0.948387,5.569926,0.745849,1.431773,0.005954,0.007418,0.001069,0.005181
16,30,2.406452,0.974194,5.520985,0.742017,1.427794,0.005901,0.007352,0.001069,0.005149
16,31,2.406452,1.000000,5.472963,0.738222,1.423854,0.005852,0.007291,0.001069,0.005121
17,0,2.419355,0.200000,14.527335,1.162186,1.849383,0.021823,0.026770,0.001502,0.014475
17,1,2.419355,0.225806,14.412032,1.158725,1.846054,0.020967,0.025741,0.001455,0.013944
17,2,2.419355,0.251613,14.284916,1.154878,1.842350,0.020220,0.024842,0.001415,0.013484
17,3,2.419355,0.277419,14.146847,1.150660,1.838286,0.019535,0.024016,0.001381,0.013065
17,4,2.419355,0.303226,13.998753,1.146089,1.833877,0.018903,0.023254,0.001350,0.012680
17,5,2.419355,0.329032,13.841566,1.141185,1.829142,0.018322,0.022551,0.001324,0.012329
17,6,2.419355,0.354839,13.676205,1.135966,1.824096,0.017782,0.021899,0.001300,0.012005
17,7,2.419355,0.380645,13.503571,1.130449,1.818757,0.017275,0.021285,0.001279,0.011703
17,8,2.419355,0.406452,13.324549,1.124653,1.813140,0.016789,0.020696,0.001260,0.011414
17,9,2.419355,0.432258,13.140009,1.118596,1.807263,0.016316,0.020122,0.001242,0.011134
17,10,2.419355,0.458065,12.950805,1.112297,1.801142,0.015850,0.019556,0.001224,0.010858
17,11,2.419355,0.483871,12.757764,1.105775,1.794796,0.015388,0.018995,0.001206,0.010583
17,12,2.419355,0.509677,12.561685,1.099048,1.788241,0.014929,0.018437,0.001188,0.010310
17,13,2.419355,0.535484,12.363334,1.092136,1.781495,0.014475,0.017884,0.001171,0.010039
17,14,2.419355,0.561290,12.163437,1.085056,1.774576,0.014029,0.017340,0.001153,0.009772
17,15,2.419355,0.587097,11.962679,1.077828,1.767500,0.013593,0.016808,0.001136,0.009510
17,16,2.419355,0.612903,11.761701,1.070470,1.760285,0.013169,0.016291,0.001120,0.009255
17,17,2.419355,0.638710,11.561096,1.062999,1.752948,0.012761,0.015793,0.001104,0.009009
17,18,2.419355,0.664516,11.361413,1.055432,1.745506,0.012371,0.015316,0.001089,0.008774
17,19,2.419355,0.690323,11.163151,1.047787,1.737973,0.012000,0.014861,0.001075,0.008551
17,20,2.419355,0.716129,10.966763,1.040078,1.730367,0.011648,0.014431,0.001062,0.008340
17,21,2.419355,0.741935,10.772653,1.032323,1.722701,0.011317,0.014025,0.001051,0.008141
17,22,2.419355,0.767742,10.581181,1.024534,1.714990,0.011006,0.013644,0.001040,0.007956
17,23,2.419355,0.793548,10.392665,1.016727,1.707249,0.010715,0.013287,0.001031,0.007783
17,24,2.419355,0.819355,10.207376,1.008914,1.699490,0.010443,0.012953,0.001023,0.007622
17,25,2.419355,0.845161,10.025550,1.001108,1.691725,0.010189,0.012642,0.001016,0.007473
17,26,2.419355,0.870968,9.847383,0.993321,1.683967,0.009953,0.012351,0.001011,0.007335
17,27,2.419355,0.896774,9.673036,0.985563,1.676225,0.009733,0.012081,0.001006,0.007207
17,28,2.419355,0.922581,9.502639,0.977844,1.668512,0.009528,0.011829,0.001003,0.007090
17,29,2.419355,0.948387,9.336293,0.970174,1.660836,0.009337,0.011594,0.001000,0.006981
17,30,2.419355,0.974194,9.174069,0.962562,1.653205,0.009159,0.011375,0.000998,0.006881
17,31,2.419355,1.000000,9.016016,0.955015,1.645629,0.008993,0.011171,0.000997,0.006788
18,0,2.432258,0.200000,29.558887,1.470688,2.135457,0.087078,0.100563,0.002946,0.047092
18,1,2.432258,0.225806,29.211259,1.465550,2.130865,0.081079,0.094135,0.002776,0.044177
18,2,2.432258,0.251613,28.833845,1.459903,2.125811,0.075446,0.088038,0.002617,0.041414
18,3,2.432258,0.277419,28.428831,1.453759,2.120306,0.069872,0.081944,0.002458,0.038647
18,4,2.432258,0.303226,27.998400,1.447133,2.114358,0.064300,0.075792,0.002297,0.035846
18,5,2.432258,0.329032,27.544864,1.440041,2.107982,0.058808,0.069668,0.002135,0.033049
18,6,2.432258,0.354839,27.070668,1.432499,2.101189,0.053521,0.063714,0.001977,0.030323
18,7,2.432258,0.380645,26.578364,1.424528,2.093996,0.048561,0.058076,0.001827,0.027734
18,8,2.432258,0.406452,26.070563,1.416150,2.086421,0.044020,0.052870,0.001689,0.025340
18,9,2.432258,0.432258,25.549887,1.407389,2.078482,0.039957,0.048173,0.001564,0.023177
18,10,2.432258,0.458065,25.018920,1.398269,2.070201,0.036388,0.044019,0.001454,0.021263
18,11,2.432258,0.483871,24.480177,1.388815,2.061596,0.033303,0.040405,0.001360,0.019599
18,12,2.432258,0.509677,23.936069,1.379053,2.052691,0.030664,0.037296,0.001281,0.018170
18,13,2.432258,0.535484,23.388883,1.369009,2.043507,0.028419,0.034640,0.001215,0.016951
18,14,2.432258,0.561290,22.840765,1.358711,2.034066,0.026510,0.032373,0.001161,0.015915
18,15,2.432258,0.587097,22.293708,1.348182,2.024390,0.024881,0.030431,0.001116,0.015032
18,16,2.432258,0.612903,21.749544,1.337450,2.014501,0.023479,0.028755,0.001080,0.014274
18,17,2.432258,0.638710,21.209943,1.326539,2.004422,0.022259,0.027293,0.001049,0.013616
18,18,2.432258,0.664516,20.676404,1.315475,1.994173,0.021185,0.026003,0.001025,0.013040
18,19,2.432258,0.690323,20.150267,1.304281,1.983777,0.020228,0.024853,0.001004,0.012528
18,20,2.432258,0.716129,19.632707,1.292980,1.973253,0.019368,0.023815,0.000987,0.012069
18,21,2.432258,0.741935,19.124746,1.281596,1.962622,0.018587,0.022872,0.000972,0.011654
18,22,2.432258,0.767742,18.627256,1.270149,1.951904,0.017873,0.022009,0.000960,0.011276
18,23,2.432258,0.793548,18.140968,1.258660,1.941118,0.017218,0.021215,0.000949,0.010929
18,24,2.432258,0.819355,17.666483,1.247150,1.930282,0.016613,0.020482,0.000940,0.010611
18,25,2.432258,0.845161,17.204274,1.235636,1.919412,0.016054,0.019804,0.000933,0.010318
18,26,2.432258,0.870968,16.754707,1.224137,1.908527,0.015536,0.019174,0.000927,0.010047
18,27,2.432258,0.896774,16.318041,1.212668,1.897642,0.015055,0.018589,0.000923,0.009796
18,28,2.432258,0.922581,15.894441,1.201245,1.886771,0.014608,0.018045,0.000919,0.009564
18,29,2.432258,0.948387,15.483990,1.189883,1.875930,0.014192,0.017539,0.000917,0.009349
18,30,2.432258,0.974194,15.086696,1.178594,1.865130,0.013804,0.017067,0.000915,0.009150
18,31,2.432258,1.000000,14.702500,1.167391,1.854385,0.013443,0.016626,0.000914,0.008966
19,0,2.445161,0.200000,57.888010,1.762589,2.387111,0.276740,0.275093,0.004781,0.115241
19,1,2.445161,0.225806,57.088452,1.756548,2.382081,0.242936,0.247467,0.004255,0.103887
19,2,2.445161,0.251613,56.211647,1.749826,2.376475,0.214428,0.223132,0.003815,0.093892
19,3,2.445161,0.277419,55.261476,1.742422,2.370290,0.190643,0.202044,0.003450,0.085240
19,4,2.445161,0.303226,54.243434,1.734347,2.363531,0.170862,0.183925,0.003150,0.077818
19,5,2.445161,0.329032,53.164308,1.725620,2.356213,0.154353,0.168378,0.002903,0.071461
19,6,2.445161,0.354839,52.031687,1.716268,2.348353,0.140435,0.154953,0.002699,0.065984
19,7,2.445161,0.380645,50.853506,1.706321,2.339974,0.128501,0.143201,0.002527,0.061198
19,8,2.445161,0.406452,49.637717,1.695812,2.331099,0.118041,0.132712,0.002378,0.056931
19,9,2.445161,0.432258,48.392079,1.684774,2.321754,0.108659,0.123147,0.002245,0.053041
19,10,2.445161,0.458065,47.124037,1.673242,2.311965,0.100070,0.114258,0.002124,0.049420
19,11,2.445161,0.483871,45.840651,1.661251,2.301755,0.092095,0.105887,0.002009,0.046003
19,12,2.445161,0.509677,44.548549,1.648834,2.291152,0.084634,0.097952,0.001900,0.042752
19,13,2.445161,0.535484,43.253895,1.636025,2.280182,0.077646,0.090426,0.001795,0.039657
19,14,2.445161,0.561290,41.962369,1.622860,2.268871,0.071123,0.083317,0.001695,0.036722
19,15,2.445161,0.587097,40.679148,1.609372,2.257244,0.065072,0.076648,0.001600,0.033956
19,16,2.445161,0.612903,39.408903,1.595594,2.245329,0.059502,0.070445,0.001510,0.031374
19,17,2.445161,0.638710,38.155798,1.581561,2.233151,0.054416,0.064726,0.001426,0.028984
19,18,2.445161,0.664516,36.923495,1.567303,2.220736,0.049811,0.059501,0.001349,0.026794
19,19,2.445161,0.690323,35.715169,1.552853,2.208109,0.045670,0.054766,0.001279,0.024802
19,20,2.445161,0.716129,34.533529,1.538241,2.195295,0.041972,0.050506,0.001215,0.023007
19,21,2.445161,0.741935,33.380839,1.523497,2.182319,0.038686,0.046697,0.001159,0.021398
19,22,2.445161,0.767742,32.258947,1.508650,2.169205,0.035780,0.043308,0.001109,0.019965
19,23,2.445161,0.793548,31.169313,1.493727,2.155976,0.033215,0.040302,0.001066,0.018693
19,24,2.445161,0.819355,30.113040,1.478755,2.142654,0.030957,0.037643,0.001028,0.017568
19,25,2.445161,0.845161,29.090907,1.463757,2.129262,0.028969,0.035293,0.000996,0.016575
19,26,2.445161,0.870968,28.103402,1.448759,2.115819,0.027218,0.033215,0.000968,0.015698
19,27,2.445161,0.896774,27.150747,1.433782,2.102345,0.025673,0.031376,0.000946,0.014924
19,28,2.445161,0.922581,26.232937,1.418847,2.088861,0.024306,0.029744,0.000927,0.014239
19,29,2.445161,0.948387,25.349763,1.403974,2.075384,0.023093,0.028293,0.000911,0.013633
19,30,2.445161,0.974194,24.500840,1.389181,2.061930,0.022012,0.026997,0.000898,0.013093
19,31,2.445161,1.000000,23.685636,1.374485,2.048517,0.021046,0.025836,0.000889,0.012612
20,0,2.458065,0.200000,111.227491,2.046212,2.615470,0.665551,0.523823,0.005984,0.200279
20,1,2.458065,0.225806,109.188107,2.038175,2.609201,0.592528,0.484639,0.005427,0.185742
20,2,2.458065,0.251613,107.019679,2.029464,2.602393,0.527548,0.447320,0.004929,0.171888
20,3,2.458065,0.277419,104.728931,2.020067,2.595034,0.471111,0.412793,0.004498,0.159070
20,4,2.458065,0.303226,102.326434,2.009988,2.587124,0.422881,0.381544,0.004133,0.147478
20,5,2.458065,0.329032,99.824909,1.999239,2.578669,0.381852,0.353563,0.003825,0.137111
20,6,2.458065,0.354839,97.238131,1.987837,2.569677,0.346758,0.328513,0.003566,0.127842
20,7,2.458065,0.380645,94.580301,1.975801,2.560160,0.316392,0.305938,0.003345,0.119500
20,8,2.458065,0.406452,91.865708,1.963153,2.550131,0.289758,0.285398,0.003154,0.111915
20,9,2.458065,0.432258,89.108542,1.949919,2.539606,0.266095,0.266531,0.002986,0.104950
20,10,2.458065,0.458065,86.322739,1.936125,2.528602,0.244839,0.249057,0.002836,0.098496
20,11,2.458065,0.483871,83.521825,1.921800,2.517138,0.225573,0.232763,0.002701,0.092471
20,12,2.458065,0.509677,80.718763,1.906974,2.505233,0.207976,0.217484,0.002577,0.086812
20,13,2.458065,0.535484,77.925798,1.891681,2.492909,0.191794,0.203082,0.002461,0.081464
20,14,2.458065,0.561290,75.154335,1.875954,2.480190,0.176825,0.189445,0.002353,0.076383
20,15,2.458065,0.587097,72.414841,1.859828,2.467100,0.162908,0.176485,0.002250,0.071535
20,16,2.458065,0.612903,69.716774,1.843337,2.453664,0.149925,0.164139,0.002150,0.066895
20,17,2.458065,0.638710,67.068546,1.826519,2.439906,0.137790,0.152368,0.002054,0.062448
20,18,2.458065,0.664516,64.477509,1.809408,2.425854,0.126450,0.141159,0.001961,0.058189
20,19,2.458065,0.690323,61.949959,1.792041,2.411533,0.115870,0.130512,0.001870,0.054120
20,20,2.458065,0.716129,59.491167,1.774452,2.396969,0.106029,0.120439,0.001782,0.050246
20,21,2.458065,0.741935,57.105419,1.756677,2.382188,0.096914,0.110959,0.001697,0.046579
20,22,2.458065,0.767742,54.796069,1.738749,2.367217,0.088509,0.102087,0.001615,0.043125
20,23,2.458065,0.793548,52.565604,1.720702,2.352081,0.080800,0.093834,0.001537,0.039894
20,24,2.458065,0.819355,50.415715,1.702566,2.336805,0.073764,0.086205,0.001463,0.036890
20,25,2.458065,0.845161,48.347365,1.684373,2.321414,0.067374,0.079194,0.001394,0.034114
20,26,2.458065,0.870968,46.360873,1.666152,2.305931,0.061599,0.072787,0.001329,0.031565
20,27,2.458065,0.896774,44.455983,1.647930,2.290380,0.056401,0.066964,0.001269,0.029237
20,28,2.458065,0.922581,42.631937,1.629735,2.274782,0.051741,0.061696,0.001214,0.027122
20,29,2.458065,0.948387,40.887550,1.611591,2.259160,0.047577,0.056951,0.001164,0.025209
20,30,2.458065,0.974194,39.221274,1.593522,2.243533,0.043867,0.052693,0.001118,0.023486
20,31,2.458065,1.000000,37.631256,1.575549,2.227921,0.040568,0.048881,0.001078,0.021940
21,0,2.470968,0.200000,200.739843,2.302634,2.809823,1.579933,0.863965,0.007871,0.307480
21,1,2.470968,0.225806,197.171055,2.294843,2.804073,1.408039,0.814645,0.007141,0.290522
21,2,2.470968,0.251613,193.269447,2.286163,2.797656,1.268936,0.770952,0.006566,0.275571
21,3,2.470968,0.277419,189.041055,2.276556,2.790540,1.155504,0.732393,0.006112,0.262456
21,4,2.470968,0.303226,184.507639,2.266014,2.782715,1.061165,0.698024,0.005751,0.250843
21,5,2.470968,0.329032,179.702413,2.254554,2.774188,0.979923,0.666533,0.005453,0.240262
21,6,2.470968,0.354839,174.665124,2.242206,2.764979,0.907130,0.636657,0.005194,0.230257
21,7,2.470968,0.380645,169.438223,2.229011,2.755111,0.839818,0.607481,0.004956,0.220492
21,8,2.470968,0.406452,164.064283,2.215014,2.744612,0.776455,0.578512,0.004733,0.210781
21,9,2.470968,0.432258,158.584363,2.200260,2.733512,0.716450,0.549594,0.004518,0.201058
21,10,2.470968,0.458065,153.037056,2.184797,2.721841,0.659691,0.520777,0.004311,0.191333
21,11,2.470968,0.483871,147.457979,2.168668,2.709626,0.606232,0.492204,0.004111,0.181650
21,12,2.470968,0.509677,141.879573,2.151920,2.696897,0.556133,0.464040,0.003920,0.172065
21,13,2.470968,0.535484,136.331074,2.134595,2.683680,0.509399,0.436443,0.003736,0.162628
21,14,2.470968,0.561290,130.838589,2.116736,2.670004,0.465972,0.409543,0.003561,0.153387
21,15,2.470968,0.587097,125.425207,2.098385,2.655895,0.425746,0.383449,0.003394,0.144376
21,16,2.470968,0.612903,120.111126,2.079583,2.641381,0.388577,0.358243,0.003235,0.135627
21,17,2.470968,0.638710,114.913790,2.060372,2.626488,0.354300,0.333988,0.003083,0.127161
21,18,2.470968,0.664516,109.848022,2.040792,2.611244,0.322739,0.310728,0.002938,0.118996
21,19,2.470968,0.690323,104.926167,2.020884,2.595675,0.293714,0.288494,0.002799,0.111144
21,20,2.470968,0.716129,100.158238,2.000687,2.579809,0.267051,0.267305,0.002666,0.103614
21,21,2.470968,0.741935,95.552068,1.980240,2.563673,0.242583,0.247172,0.002539,0.096413
21,22,2.470968,0.767742,91.113475,1.959583,2.547295,0.220158,0.228103,0.002416,0.089547
21,23,2.470968,0.793548,86.846427,1.938752,2.530700,0.199633,0.210102,0.002299,0.083021
21,24,2.470968,0.819355,82.753215,1.917785,2.513917,0.180880,0.193170,0.002186,0.076840
21,25,2.470968,0.845161,78.834626,1.896717,2.496972,0.163780,0.177304,0.002078,0.071008
21,26,2.470968,0.870968,75.090116,1.875583,2.479889,0.148221,0.162500,0.001974,0.065527
21,27,2.470968,0.896774,71.517977,1.854415,2.462696,0.134101,0.148744,0.001875,0.060399
21,28,2.470968,0.922581,68.115502,1.833246,2.445416,0.121320,0.136019,0.001781,0.055622
21,29,2.470968,0.948387,64.879137,1.812105,2.428072,0.109781,0.124299,0.001692,0.051192
21,30,2.470968,0.974194,61.804630,1.791021,2.410690,0.099392,0.113551,0.001608,0.047103
21,31,2.470968,1.000000,58.887162,1.770021,2.393289,0.090063,0.103737,0.001529,0.043345
22,0,2.483871,0.200000,354.099187,2.549125,2.987128,4.955478,1.378942,0.013995,0.461628
22,1,2.483871,0.225806,346.903626,2.540209,2.980865,4.377132,1.322587,0.012618,0.443692
22,2,2.483871,0.251613,339.106823,2.530337,2.973916,3.904874,1.270578,0.011515,0.427241
22,3,2.483871,0.277419,330.772985,2.519530,2.966295,3.503629,1.221113,0.010592,0.411663
22,4,2.483871,0.303226,321.967876,2.507813,2.958014,3.152290,1.172912,0.009791,0.396520
22,5,2.483871,0.329032,312.757074,2.495207,2.949083,2.839847,1.125382,0.009080,0.381604
22,6,2.483871,0.354839,303.203243,2.481734,2.939514,2.560843,1.078451,0.008446,0.366881
22,7,2.483871,0.380645,293.365955,2.467410,2.929312,2.312038,1.032306,0.007881,0.352406
22,8,2.483871,0.406452,283.303196,2.452251,2.918485,2.090608,0.987167,0.007379,0.338246
22,9,2.483871,0.432258,273.072849,2.436279,2.907040,1.893527,0.943160,0.006934,0.324440
22,10,2.483871,0.458065,262.733236,2.419515,2.894990,1.717594,0.900278,0.006537,0.310978
22,11,2.483871,0.483871,252.342665,2.401991,2.882349,1.559708,0.858404,0.006181,0.297814
22,12,2.483871,0.509677,241.958351,2.383741,2.869137,1.417123,0.817373,0.005857,0.284885
22,13,2.483871,0.535484,231.635098,2.364804,2.855377,1.287591,0.777030,0.005559,0.272129
22,14,2.483871,0.561290,221.424084,2.345225,2.841093,1.169371,0.737262,0.005281,0.259499
22,15,2.483871,0.587097,211.371900,2.325047,2.826313,1.061158,0.698021,0.005020,0.246972
22,16,2.483871,0.612903,201.519924,2.304318,2.811065,0.961972,0.659318,0.004774,0.234544
22,17,2.483871,0.638710,191.904005,2.283084,2.795377,0.871059,0.621217,0.004539,0.222230
22,18,2.483871,0.664516,182.554409,2.261392,2.779279,0.787806,0.583815,0.004315,0.210060
22,19,2.483871,0.690323,173.495966,2.239289,2.762800,0.711683,0.547230,0.004102,0.198071
22,20,2.483871,0.716129,164.748339,2.216821,2.745969,0.642204,0.511590,0.003898,0.186306
22,21,2.483871,0.741935,156.326397,2.194032,2.728816,0.578913,0.477021,0.003703,0.174809
22,22,2.483871,0.767742,148.240619,2.170967,2.711370,0.521369,0.443640,0.003517,0.163622
22,23,2.483871,0.793548,140.497533,2.147669,2.693658,0.469147,0.411553,0.003339,0.152786
22,24,2.483871,0.819355,133.100148,2.124179,2.675710,0.421835,0.380848,0.003169,0.142335
22,25,2.483871,0.845161,126.048384,2.100537,2.657553,0.379042,0.351597,0.003007,0.132301
22,26,2.483871,0.870968,119.339483,2.076784,2.639215,0.340395,0.323854,0.002852,0.122708
22,27,2.483871,0.896774,112.968397,2.052957,2.620723,0.305543,0.297657,0.002705,0.113578
22,28,2.483871,0.922581,106.928150,2.029092,2.602102,0.274160,0.273029,0.002564,0.104926
22,29,2.483871,0.948387,101.210178,2.005224,2.583380,0.245940,0.249974,0.002430,0.096763
22,30,2.483871,0.974194,95.804635,1.981387,2.564580,0.220602,0.228486,0.002303,0.089093
22,31,2.483871,1.000000,90.700672,1.957611,2.545727,0.197885,0.208543,0.002182,0.081919
23,0,2.496774,0.200000,640.346730,2.806415,3.163430,13.935619,1.831982,0.021763,0.579113
23,1,2.496774,0.225806,624.437115,2.795489,3.156111,12.643994,1.791006,0.020249,0.567473
23,2,2.496774,0.251613,607.201925,2.783333,3.147951,11.596636,1.754258,0.019098,0.557270
23,3,2.496774,0.277419,588.838321,2.769996,3.138978,10.662643,1.718289,0.018108,0.547404
23,4,2.496774,0.303226,569.579826,2.755555,3.129238,9.779553,1.680973,0.017170,0.537183
23,5,2.496774,0.329032,549.662942,2.740096,3.118784,8.926935,1.641296,0.016241,0.526262
23,6,2.496774,0.354839,529.307119,2.723708,3.107668,8.104791,1.598947,0.015312,0.514517
23,7,2.496774,0.380645,508.704932,2.706466,3.095937,7.320245,1.553982,0.014390,0.501942
23,8,2.496774,0.406452,488.019474,2.688437,3.083631,6.581075,1.506623,0.013485,0.488587
23,9,2.496774,0.432258,467.385884,2.669676,3.070782,5.893260,1.457171,0.012609,0.474528
23,10,2.496774,0.458065,446.914947,2.650225,3.057413,5.260380,1.405964,0.011770,0.459854
23,11,2.496774,0.483871,426.697527,2.630120,3.043543,4.683708,1.353357,0.010977,0.444665
23,12,2.496774,0.509677,406.809002,2.609391,3.029187,4.162541,1.299702,0.010232,0.429060
23,13,2.496774,0.535484,387.313084,2.588062,3.014357,3.694620,1.245332,0.009539,0.413133
23,14,2.496774,0.561290,368.264687,2.566160,2.999066,3.276589,1.190548,0.008897,0.396973
23,15,2.496774,0.587097,349.711770,2.543710,2.983326,2.904440,1.135613,0.008305,0.380653
23,16,2.496774,0.612903,331.696305,2.520741,2.967150,2.573894,1.080753,0.007760,0.364240
23,17,2.496774,0.638710,314.254633,2.497282,2.950555,2.280698,1.026166,0.007257,0.347788
23,18,2.496774,0.664516,297.417456,2.473366,2.933558,2.020819,0.972029,0.006795,0.331348
23,19,2.496774,0.690323,281.209716,2.449030,2.916180,1.790550,0.918509,0.006367,0.314970
23,20,2.496774,0.716129,265.650494,2.424311,2.898441,1.586545,0.865770,0.005972,0.298702
23,21,2.496774,0.741935,250.753020,2.399246,2.880365,1.405822,0.813976,0.005606,0.282595
23,22,2.496774,0.767742,236.524828,2.373877,2.861976,1.245732,0.763292,0.005267,0.266701
23,23,2.496774,0.793548,222.968046,2.348243,2.843299,1.103933,0.713882,0.004951,0.251075
23,24,2.496774,0.819355,210.079803,2.322384,2.824358,0.978346,0.665904,0.004657,0.235772
23,25,2.496774,0.845161,197.852706,2.296342,2.805180,0.867131,0.619509,0.004383,0.220845
23,26,2.496774,0.870968,186.275379,2.270155,2.785791,0.768656,0.574838,0.004126,0.206346
23,27,2.496774,0.896774,175.333012,2.243864,2.766216,0.681473,0.532013,0.003887,0.192325
23,28,2.496774,0.922581,165.007911,2.217505,2.746483,0.604295,0.491141,0.003662,0.178825
23,29,2.496774,0.948387,155.280033,2.191116,2.726615,0.535984,0.452306,0.003452,0.165886
23,30,2.496774,0.974194,146.127481,2.164732,2.706638,0.475530,0.415573,0.003254,0.153538
23,31,2.496774,1.000000,137.526969,2.138388,2.686578,0.422036,0.380981,0.003069,0.141809
24,0,2.509677,0.200000,1145.504837,3.058997,3.328798,38.751337,2.238993,0.033829,0.672613
24,1,2.509677,0.225806,1106.230735,3.043846,3.319077,36.510726,2.216474,0.033005,0.667798
24,2,2.509677,0.251613,1067.866428,3.028517,3.309218,34.613041,2.196172,0.032413,0.663653
24,3,2.509677,0.277419,1029.642158,3.012686,3.299009,32.568235,2.172870,0.031631,0.658643
24,4,2.509677,0.303226,991.150379,2.996140,3.288309,30.298257,2.145027,0.030569,0.652319
24,5,2.509677,0.329032,952.233446,2.978743,3.277028,27.876926,2.112662,0.029275,0.644688
24,6,2.509677,0.354839,912.905956,2.960426,3.265113,25.404397,2.076232,0.027828,0.635884
24,7,2.509677,0.380645,873.299027,2.941163,3.252543,22.963319,2.036198,0.026295,0.626033
24,8,2.509677,0.406452,833.616664,2.920966,3.239319,20.612197,1.992920,0.024726,0.615228
24,9,2.509677,0.432258,794.099535,2.899875,3.225460,18.390027,1.946682,0.023158,0.603536
24,10,2.509677,0.458065,754.995543,2.877944,3.210996,16.321530,1.897730,0.021618,0.591010
24,11,2.509677,0.483871,716.538000,2.855239,3.195962,14.420647,1.846304,0.020125,0.577699
24,12,2.509677,0.509677,678.931611,2.831826,3.180397,12.692811,1.792637,0.018695,0.563652
24,13,2.509677,0.535484,642.345569,2.807769,3.164336,11.136745,1.736959,0.017338,0.548917
24,14,2.509677,0.561290,606.912229,2.783126,3.147812,9.746148,1.679490,0.016059,0.533542
24,15,2.509677,0.587097,572.729579,2.757950,3.130855,8.511279,1.620438,0.014861,0.517570
24,16,2.509677,0.612903,539.865766,2.732286,3.113490,7.420335,1.559999,0.013745,0.501045
24,17,2.509677,0.638710,508.364318,2.706175,3.095739,6.460552,1.498365,0.012709,0.484009
24,18,2.509677,0.664516,478.249118,2.679654,3.077622,5.619018,1.435728,0.011749,0.466506
24,19,2.509677,0.690323,449.528648,2.652757,3.059156,4.883216,1.372284,0.010863,0.448583
24,20,2.509677,0.716129,422.199332,2.625518,3.040360,4.241352,1.308244,0.010046,0.430293
24,21,2.509677,0.741935,396.248056,2.597967,3.021252,3.682531,1.243837,0.009293,0.411696
24,22,2.509677,0.767742,371.654006,2.570139,3.001849,3.196819,1.179308,0.008602,0.392860
24,23,2.509677,0.793548,348.390017,2.542066,2.982170,2.775245,1.114923,0.007966,0.373863
24,24,2.509677,0.819355,326.423603,2.513782,2.962235,2.409767,1.050964,0.007382,0.354788
24,25,2.509677,0.845161,305.717796,2.485321,2.942064,2.093212,0.987723,0.006847,0.335724
24,26,2.509677,0.870968,286.231866,2.456718,2.921678,1.819214,0.925494,0.006356,0.316768
24,27,2.509677,0.896774,267.921993,2.428008,2.901100,1.582151,0.864571,0.005905,0.298015
24,28,2.509677,0.922581,250.741893,2.399227,2.880351,1.377080,0.805235,0.005492,0.279561
24,29,2.509677,0.948387,234.643424,2.370408,2.859455,1.199672,0.747746,0.005113,0.261500
24,30,2.509677,0.974194,219.577161,2.341587,2.838433,1.046155,0.692344,0.004764,0.243918
24,31,2.509677,1.000000,205.492933,2.312797,2.817310,0.913250,0.639234,0.004444,0.226895
25,0,2.522581,0.200000,1796.469420,3.254420,3.452053,194.815442,2.800216,0.108444,0.811174
25,1,2.522581,0.225806,1756.215547,3.244578,3.445937,181.200064,2.776872,0.103176,0.805839
25,2,2.522581,0.251613,1711.813727,3.233457,3.439015,166.360292,2.749143,0.097184,0.799398
25,3,2.522581,0.277419,1661.579117,3.220521,3.430948,150.237934,2.715774,0.090419,0.791552
25,4,2.522581,0.303226,1606.162840,3.205790,3.421741,133.780970,2.677407,0.083292,0.782469
25,5,2.522581,0.329032,1546.905529,3.189464,3.411513,117.880704,2.635078,0.076204,0.772407
25,6,2.522581,0.354839,1485.084716,3.171751,3.400385,103.099944,2.589693,0.069424,0.761588
25,7,2.522581,0.380645,1421.686714,3.152804,3.388447,89.703353,2.541907,0.063096,0.750169
25,8,2.522581,0.406452,1357.422149,3.132715,3.375750,77.753551,2.492133,0.057280,0.738246
25,9,2.522581,0.432258,1292.817851,3.111537,3.362320,67.197632,2.440591,0.051978,0.725865
25,10,2.522581,0.458065,1228.304511,3.089306,3.348171,57.928287,2.387362,0.047161,0.713035
25,11,2.522581,0.483871,1164.272826,3.066055,3.333318,49.820928,2.332452,0.042791,0.699739
25,12,2.522581,0.509677,1101.097582,3.041826,3.317780,42.752782,2.275838,0.038827,0.685952
25,13,2.522581,0.535484,1039.139123,3.016674,3.301583,36.610386,2.217508,0.035231,0.671650
25,14,2.522581,0.561290,978.733121,2.990664,3.284762,31.290852,2.157477,0.031971,0.656814
25,15,2.522581,0.587097,920.177292,2.963872,3.267357,26.700641,2.095796,0.029017,0.641435
25,16,2.522581,0.612903,863.720515,2.936373,3.249411,22.753992,2.032548,0.026344,0.625513
